build_timestamp,data_lineage,effective_from,effective_to,event_date,event_type,expected_channel,is_active,note,scope,severity,source,source_url
2026-07-10T09:24:30.254632,"{""sources"": [""gold_event_panel.csv + build_event_panel.py""], ""transform"": ""event_type=tet_proximity""}",2011-01-20,,2011-01-20,tet_proximity,premium_spike,True,Tết proximity (Tết 2011: 2011-02-03),domestic_vietnam,low,rule_generated,
2026-07-10T09:24:30.254847,"{""sources"": [""gold_event_panel.csv + build_event_panel.py""], ""transform"": ""event_type=tet_proximity""}",2011-01-21,,2011-01-21,tet_proximity,premium_spike,True,Tết proximity (Tết 2011: 2011-02-03),domestic_vietnam,low,rule_generated,
2026-07-10T09:24:30.255308,"{""sources"": [""gold_event_panel.csv + build_event_panel.py""], ""transform"": ""event_type=tet_proximity""}",2011-01-22,,2011-01-22,tet_proximity,premium_spike,True,Tết proximity (Tết 2011: 2011-02-03),domestic_vietnam,low,rule_generated,
2026-07-10T09:24:30.255501,"{""sources"": [""gold_event_panel.csv + build_event_panel.py""], ""transform"": ""event_type=tet_proximity""}",2011-01-23,,2011-01-23,tet_proximity,premium_spike,True,Tết proximity (Tết 2011: 2011-02-03),domestic_vietnam,low,rule_generated,
2026-07-10T09:24:30.255627,"{""sources"": [""gold_event_panel.csv + build_event_panel.py""], ""transform"": ""event_type=tet_proximity""}",2011-01-24,,2011-01-24,tet_proximity,premium_spike,True,Tết proximity (Tết 2011: 2011-02-03),domestic_vietnam,low,rule_generated,
2026-07-10T09:24:30.255737,"{""sources"": [""gold_event_panel.csv + build_event_panel.py""], ""transform"": ""event_type=tet_proximity""}",2011-01-25,,2011-01-25,tet_proximity,premium_spike,True,Tết proximity (Tết 2011: 2011-02-03),domestic_vietnam,medium,rule_generated,
2026-07-10T09:24:30.255839,"{""sources"": [""gold_event_panel.csv + build_event_panel.py""], ""transform"": ""event_type=tet_proximity""}",2011-01-26,,2011-01-26,tet_proximity,premium_spike,True,Tết proximity (Tết 2011: 2011-02-03),domestic_vietnam,medium,rule_generated,
2026-07-10T09:24:30.255941,"{""sources"": [""gold_event_panel.csv + build_event_panel.py""], ""transform"": ""event_type=tet_proximity""}",2011-01-27,,2011-01-27,tet_proximity,premium_spike,True,Tết proximity (Tết 2011: 2011-02-03),domestic_vietnam,medium,rule_generated,
2026-07-10T09:24:30.256040,"{""sources"": [""gold_event_panel.csv + build_event_panel.py""], ""transform"": ""event_type=tet_proximity""}",2011-01-28,,2011-01-28,tet_proximity,premium_spike,True,Tết proximity (Tết 2011: 2011-02-03),domestic_vietnam,medium,rule_generated,
2026-07-10T09:24:30.256140,"{""sources"": [""gold_event_panel.csv + build_event_panel.py""], ""transform"": ""event_type=tet_proximity""}",2011-01-29,,2011-01-29,tet_proximity,premium_spike,True,Tết proximity (Tết 2011: 2011-02-03),domestic_vietnam,high,rule_generated,
2026-07-10T09:24:30.256238,"{""sources"": [""gold_event_panel.csv + build_event_panel.py""], ""transform"": ""event_type=tet_proximity""}",2011-01-30,,2011-01-30,tet_proximity,premium_spike,True,Tết proximity (Tết 2011: 2011-02-03),domestic_vietnam,high,rule_generated,
